"Index Name","Date","Open","High","Low","Close"
"NIFTY 50","07 Apr 2026","22838.7","23153.85","22719.3","23123.65"
"NIFTY 50","06 Apr 2026","22780.3","22998.35","22542.95","22968.25"
"NIFTY 50","02 Apr 2026","22383.4","22782.3","22182.55","22713.10"
"NIFTY 50","01 Apr 2026","22899","22941.3","22618.6","22679.40"
"NIFTY 50","30 Mar 2026","22549.65","22714.1","22283.85","22331.40"
"NIFTY 50","27 Mar 2026","23173.55","23186.1","22804.55","22819.60"
"NIFTY 50","25 Mar 2026","23064.4","23465.35","23063.2","23306.45"
"NIFTY 50","24 Mar 2026","22878.45","23057.3","22624.2","22912.40"
"NIFTY 50","23 Mar 2026","22824.35","22851.7","22471.25","22512.65"
"NIFTY 50","20 Mar 2026","23110.15","23345.15","23067.6","23114.50"
"NIFTY 50","19 Mar 2026","23197.75","23378.7","22930.35","23002.15"
"NIFTY 50","18 Mar 2026","23632.9","23862.25","23618.45","23777.80"
"NIFTY 50","17 Mar 2026","23493.2","23656.8","23346.6","23581.15"
"NIFTY 50","16 Mar 2026","23116.1","23502","22955.25","23408.80"
"NIFTY 50","13 Mar 2026","23462.5","23492.4","23112","23151.10"
"NIFTY 50","12 Mar 2026","23674.85","23833.15","23556.3","23639.15"
"NIFTY 50","11 Mar 2026","24231.85","24299","23834.3","23866.85"
"NIFTY 50","10 Mar 2026","24280.8","24303.8","24079.95","24261.60"
"NIFTY 50","09 Mar 2026","23868.05","24078.15","23697.8","24028.05"
"NIFTY 50","06 Mar 2026","24656.4","24700.8","24415.75","24450.45"
"NIFTY 50","05 Mar 2026","24615.95","24854.2","24529.4","24765.90"
"NIFTY 50","04 Mar 2026","24388.8","24602.45","24305.4","24480.50"
"NIFTY 50","02 Mar 2026","24659.25","24989.35","24603.5","24865.70"
"NIFTY 50","27 Feb 2026","25459.85","25476.4","25141.3","25178.65"
"NIFTY 50","26 Feb 2026","25556.3","25572.95","25400.95","25496.55"
"NIFTY 50","25 Feb 2026","25512.6","25652.6","25428.2","25482.50"
"NIFTY 50","24 Feb 2026","25641.8","25641.8","25327.6","25424.65"
"NIFTY 50","23 Feb 2026","25678.4","25771.45","25609.35","25713.00"
"NIFTY 50","20 Feb 2026","25406.55","25663.55","25379.75","25571.25"
"NIFTY 50","19 Feb 2026","25873.35","25885.3","25388.75","25454.35"
"NIFTY 50","18 Feb 2026","25752.65","25828.05","25645.15","25819.35"
"NIFTY 50","17 Feb 2026","25637.95","25764.4","25570.3","25725.40"
"NIFTY 50","16 Feb 2026","25423.6","25697","25372.7","25682.75"
"NIFTY 50","13 Feb 2026","25571.15","25630.35","25444.3","25471.10"
"NIFTY 50","12 Feb 2026","25906.7","25906.7","25752.4","25807.20"
"NIFTY 50","11 Feb 2026","25997.45","26009.4","25899.8","25953.85"
"NIFTY 50","10 Feb 2026","25922.65","25989.45","25870.45","25935.15"
"NIFTY 50","09 Feb 2026","25888.7","25922.25","25780.9","25867.30"
"NIFTY 50","06 Feb 2026","25605.8","25703.95","25491.9","25693.70"
"NIFTY 50","05 Feb 2026","25755.9","25757.65","25579.5","25642.80"
"NIFTY 50","04 Feb 2026","25675.05","25818.55","25563.95","25776.00"
"NIFTY 50","03 Feb 2026","26308.05","26341.2","25641.3","25727.55"
"NIFTY 50","02 Feb 2026","24796.5","25108.1","24679.4","25088.40"
"NIFTY 50","01 Feb 2026","25333.75","25440.9","24571.75","24825.45"
"NIFTY 50","30 Jan 2026","25247.55","25370.7","25213.65","25320.65"
"NIFTY 50","29 Jan 2026","25345","25458.15","25159.8","25418.90"
"NIFTY 50","28 Jan 2026","25258.85","25372.1","25187.65","25342.75"
"NIFTY 50","27 Jan 2026","25063.35","25246.65","24932.55","25175.40"
"NIFTY 50","23 Jan 2026","25344.6","25347.95","25025.3","25048.65"
"NIFTY 50","22 Jan 2026","25344.15","25435.75","25168.5","25289.90"
"NIFTY 50","21 Jan 2026","25141","25300.95","24919.8","25157.50"
"NIFTY 50","20 Jan 2026","25580.3","25585","25171.35","25232.50"
"NIFTY 50","19 Jan 2026","25653.1","25653.3","25494.35","25585.50"
"NIFTY 50","16 Jan 2026","25696.05","25873.5","25662.4","25694.35"
"NIFTY 50","14 Jan 2026","25648.55","25791.75","25603.95","25665.60"
"NIFTY 50","13 Jan 2026","25897.35","25899.8","25603.3","25732.30"
"NIFTY 50","12 Jan 2026","25669.05","25813.15","25473.4","25790.25"
"NIFTY 50","09 Jan 2026","25840.4","25940.6","25623","25683.30"
"NIFTY 50","08 Jan 2026","26106.5","26133.2","25858.45","25876.85"
"NIFTY 50","07 Jan 2026","26143.1","26187.15","26067.9","26140.75"
"NIFTY 50","06 Jan 2026","26189.7","26273.95","26124.75","26178.70"
"NIFTY 50","05 Jan 2026","26333.7","26373.2","26210.05","26250.30"
"NIFTY 50","02 Jan 2026","26155.1","26340","26118.4","26328.55"
"NIFTY 50","01 Jan 2026","26173.3","26197.55","26113.4","26146.55"
"NIFTY 50","31 Dec 2025","25971.05","26187.95","25969","26129.60"
"NIFTY 50","30 Dec 2025","25940.9","25976.75","25878","25938.85"
"NIFTY 50","29 Dec 2025","26063.35","26106.8","25920.3","25942.10"
"NIFTY 50","26 Dec 2025","26121.25","26144.2","26008.6","26042.30"
"NIFTY 50","24 Dec 2025","26170.65","26236.4","26123","26142.10"
"NIFTY 50","23 Dec 2025","26205.2","26233.55","26119.05","26177.15"
"NIFTY 50","22 Dec 2025","26055.85","26180.7","26047.8","26172.40"
"NIFTY 50","19 Dec 2025","25911.5","25993.35","25880.45","25966.40"
"NIFTY 50","18 Dec 2025","25764.7","25902.35","25726.3","25815.55"
"NIFTY 50","17 Dec 2025","25902.4","25929.15","25770.35","25818.55"
"NIFTY 50","16 Dec 2025","25951.5","25980.75","25834.35","25860.10"
"NIFTY 50","15 Dec 2025","25930.05","26047.15","25904.75","26027.30"
"NIFTY 50","12 Dec 2025","25971.2","26057.6","25938.45","26046.95"
"NIFTY 50","11 Dec 2025","25771.4","25922.8","25693.25","25898.55"
"NIFTY 50","10 Dec 2025","25864.05","25947.65","25734.55","25758.00"
"NIFTY 50","09 Dec 2025","25867.1","25923.65","25728","25839.65"
"NIFTY 50","08 Dec 2025","26159.8","26178.7","25892.25","25960.55"
"NIFTY 50","05 Dec 2025","25999.8","26202.6","25985.35","26186.45"
"NIFTY 50","04 Dec 2025","25981.85","26098.25","25938.95","26033.75"
"NIFTY 50","03 Dec 2025","26004.9","26066.45","25891","25986.00"
"NIFTY 50","02 Dec 2025","26087.95","26154.6","25997.85","26032.20"
"NIFTY 50","01 Dec 2025","26325.8","26325.8","26124.2","26175.75"
"NIFTY 50","28 Nov 2025","26237.45","26280.75","26172.4","26202.95"
"NIFTY 50","27 Nov 2025","26261.25","26310.45","26141.9","26215.55"
"NIFTY 50","26 Nov 2025","25842.95","26215.15","25842.95","26205.30"
"NIFTY 50","25 Nov 2025","25998.5","26032.6","25857.5","25884.80"
"NIFTY 50","24 Nov 2025","26122.8","26142.8","25912.15","25959.50"
"NIFTY 50","21 Nov 2025","26109.55","26179.2","26052.2","26068.15"
"NIFTY 50","20 Nov 2025","26132.1","26246.65","26063.2","26192.15"
"NIFTY 50","19 Nov 2025","25918.1","26074.65","25856.2","26052.65"
"NIFTY 50","18 Nov 2025","26021.8","26029.85","25876.5","25910.05"
"NIFTY 50","17 Nov 2025","25948.2","26024.2","25906.35","26013.45"
"NIFTY 50","14 Nov 2025","25767.9","25940.2","25740.8","25910.05"
"NIFTY 50","13 Nov 2025","25906.1","26010.7","25808.4","25879.15"
"NIFTY 50","12 Nov 2025","25834.3","25934.55","25781.15","25875.80"
"NIFTY 50","11 Nov 2025","25617","25715.8","25449.25","25694.95"
"NIFTY 50","10 Nov 2025","25503.5","25653.45","25503.5","25574.35"
"NIFTY 50","07 Nov 2025","25433.8","25551.25","25318.45","25492.30"
"NIFTY 50","06 Nov 2025","25593.35","25679.15","25491.55","25509.70"
"NIFTY 50","04 Nov 2025","25744.75","25787.4","25578.4","25597.65"
"NIFTY 50","03 Nov 2025","25696.85","25803.1","25645.5","25763.35"
"NIFTY 50","31 Oct 2025","25863.8","25953.75","25711.2","25722.10"
"NIFTY 50","30 Oct 2025","25984.4","26032.05","25845.25","25877.85"
"NIFTY 50","29 Oct 2025","25982","26097.85","25960.3","26053.90"
"NIFTY 50","28 Oct 2025","25939.95","26041.7","25810.05","25936.20"
"NIFTY 50","27 Oct 2025","25843.2","26005.95","25827","25966.05"
"NIFTY 50","24 Oct 2025","25935.1","25944.15","25718.2","25795.15"
"NIFTY 50","23 Oct 2025","26057.2","26104.2","25862.45","25891.40"
"NIFTY 50","21 Oct 2025","25901.2","25934.35","25825.8","25868.60"
"NIFTY 50","20 Oct 2025","25824.6","25926.2","25788.5","25843.15"
"NIFTY 50","17 Oct 2025","25546.85","25781.5","25508.6","25709.85"
"NIFTY 50","16 Oct 2025","25394.9","25625.4","25376.85","25585.30"
"NIFTY 50","15 Oct 2025","25181.95","25365.15","25159.35","25323.55"
"NIFTY 50","14 Oct 2025","25277.55","25310.35","25060.55","25145.50"
"NIFTY 50","13 Oct 2025","25177.3","25267.3","25152.3","25227.35"
"NIFTY 50","10 Oct 2025","25167.65","25330.75","25156.85","25285.35"
"NIFTY 50","09 Oct 2025","25074.3","25199.25","25024.3","25181.80"
"NIFTY 50","08 Oct 2025","25079.75","25192.5","25008.5","25046.15"
"NIFTY 50","07 Oct 2025","25085.3","25220.9","25076.3","25108.30"
"NIFTY 50","06 Oct 2025","24916.55","25095.95","24881.65","25077.65"
"NIFTY 50","03 Oct 2025","24759.55","24904.8","24747.55","24894.25"
"NIFTY 50","01 Oct 2025","24620.55","24867.95","24605.95","24836.30"
"NIFTY 50","30 Sep 2025","24691.95","24731.8","24587.7","24611.10"
"NIFTY 50","29 Sep 2025","24728.55","24791.3","24606.2","24634.90"
"NIFTY 50","26 Sep 2025","24818.55","24868.6","24629.45","24654.70"
"NIFTY 50","25 Sep 2025","25034.5","25092.7","24878.3","24890.85"
"NIFTY 50","24 Sep 2025","25108.75","25149.85","25027.45","25056.90"
"NIFTY 50","23 Sep 2025","25209","25261.9","25084.65","25169.50"
"NIFTY 50","22 Sep 2025","25238.1","25331.7","25151.05","25202.35"
"NIFTY 50","19 Sep 2025","25410.2","25431.4","25286.3","25327.05"
"NIFTY 50","18 Sep 2025","25441.05","25448.95","25329.75","25423.60"
"NIFTY 50","17 Sep 2025","25276.6","25346.5","25275.35","25330.25"
"NIFTY 50","16 Sep 2025","25073.6","25261.4","25070.45","25239.10"
"NIFTY 50","15 Sep 2025","25118.9","25138.45","25048.75","25069.20"
"NIFTY 50","12 Sep 2025","25074.45","25139.45","25038.05","25114.00"
"NIFTY 50","11 Sep 2025","24945.5","25037.3","24940.15","25005.50"
"NIFTY 50","10 Sep 2025","24991","25035.7","24915.05","24973.10"
"NIFTY 50","09 Sep 2025","24864.1","24891.8","24814","24868.60"
"NIFTY 50","08 Sep 2025","24802.6","24885.5","24751.55","24773.15"
"NIFTY 50","05 Sep 2025","24818.85","24832.35","24621.6","24741.00"
"NIFTY 50","04 Sep 2025","24980.75","24980.75","24708.2","24734.30"
"NIFTY 50","03 Sep 2025","24616.5","24737.05","24533.2","24715.05"
"NIFTY 50","02 Sep 2025","24653","24756.1","24522.35","24579.60"
"NIFTY 50","01 Sep 2025","24432.7","24635.6","24432.7","24625.05"
"NIFTY 50","29 Aug 2025","24466.7","24572.45","24404.7","24426.85"
"NIFTY 50","28 Aug 2025","24695.8","24702.65","24481.6","24500.90"
"NIFTY 50","26 Aug 2025","24899.5","24919.65","24689.6","24712.05"
"NIFTY 50","25 Aug 2025","24949.15","25021.55","24894.35","24967.75"
"NIFTY 50","22 Aug 2025","25064.15","25084.85","24859.15","24870.10"
"NIFTY 50","21 Aug 2025","25142","25153.65","25054.9","25083.75"
"NIFTY 50","20 Aug 2025","24965.8","25088.7","24929.7","25050.55"
"NIFTY 50","19 Aug 2025","24891.35","25012.65","24873.95","24980.65"
"NIFTY 50","18 Aug 2025","24938.2","25022","24852.85","24876.95"
"NIFTY 50","14 Aug 2025","24607.25","24673.65","24596.9","24631.30"
"NIFTY 50","13 Aug 2025","24586.2","24664.55","24535.25","24619.35"
"NIFTY 50","12 Aug 2025","24563.35","24702.6","24465.65","24487.40"
"NIFTY 50","11 Aug 2025","24371.5","24600.85","24347.45","24585.05"
"NIFTY 50","08 Aug 2025","24544.25","24585.5","24337.5","24363.30"
"NIFTY 50","07 Aug 2025","24464.2","24634.2","24344.15","24596.15"
"NIFTY 50","06 Aug 2025","24641.35","24671.4","24539.2","24574.20"
"NIFTY 50","05 Aug 2025","24720.25","24733.1","24590.3","24649.55"
"NIFTY 50","04 Aug 2025","24596.05","24736.25","24554","24722.75"
"NIFTY 50","01 Aug 2025","24734.9","24784.15","24535.05","24565.35"
"NIFTY 50","31 Jul 2025","24642.25","24956.5","24635","24768.35"
"NIFTY 50","30 Jul 2025","24890.4","24902.3","24771.95","24855.05"
"NIFTY 50","29 Jul 2025","24609.65","24847.15","24598.6","24821.10"
"NIFTY 50","28 Jul 2025","24782.45","24889.2","24646.6","24680.90"
"NIFTY 50","25 Jul 2025","25010.35","25010.35","24806.35","24837.00"
"NIFTY 50","24 Jul 2025","25243.3","25246.25","25018.7","25062.10"
"NIFTY 50","23 Jul 2025","25139.35","25233.5","25085.5","25219.90"
"NIFTY 50","22 Jul 2025","25166.65","25182","25035.55","25060.90"
"NIFTY 50","21 Jul 2025","24999","25111.4","24882.3","25090.70"
